,title,company,rating,location,salary,summary
132,Senior Data Scientist,MiQ Digital,,"Bengaluru, Karnataka",,"Ensure actionable insights are delivered by utilizing all our rich data in conjunction with client specific data.Required functionality in internal tool.30+ days ago·More...View all MiQ Digital jobs - Bengaluru jobsSalary Search: Senior Data Scientist salaries in Bengaluru, Karnataka"
133,Data Science Professional,Infosys Limited,3.9,"Bengaluru, Karnataka",,"Leverages advanced knowledge and experience and translates into a hands-on application to provide solution's in the areas of predictive analytics and data…30+ days ago·More...View all Infosys Limited jobs - Bengaluru jobsSalary Search: Data Science Professional salaries in Bengaluru, KarnatakaSee popular questions & answers about Infosys Limited"
134,Data Scientist,TIGI HR Solution Pvt. Ltd.,5.0,"Gurgaon, Haryana•Temporarily Remote","₹50,000 - ₹90,000 a month","Ability to uncover *data trends* to gain insights about expected behaviour and perform actions accordingly (prescriptive analytics).15 days ago·More...View all TIGI HR Solution Pvt. Ltd. jobs - Gurgaon jobsSalary Search: Data Scientist salaries in Gurgaon, HaryanaSee popular questions & answers about TIGI HR Solution Pvt. Ltd."
135,Cisco Data & Analytics : Data Engineer,Cisco Systems,4.1,"Bengaluru, Karnataka",,"Working with multiple sophisticated data sets to accelerate operational and strategic data-driven decision-making.Outstanding analytical thinking and aptitude.1 day ago·More...View all Cisco Systems jobs - Bengaluru jobsSalary Search: Cisco Data & Analytics : Data Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Cisco Systems"
136,AI/ML Implementation Engineer,Standard Chartered,4.1,"Chennai, Tamil Nadu",,"Strong communication skills with the ability to ‘coach’ teams on niche technologies like data science/Cloud etc for agile delivery.30+ days ago·More...View all Standard Chartered jobs - Chennai jobsSalary Search: AI/ML Implementation Engineer salaries in Chennai, Tamil NaduSee popular questions & answers about Standard Chartered"
137,Jr. AI/ML Engineer,DarioHealth,,India,,"Build end-to-end Machine Learning pipelines, including stages such as data pre-processing, model generation, cross-validation, and active feedback.30+ days ago·More...View all DarioHealth jobs - India jobsSalary Search: Jr. AI/ML Engineer salaries in India"
138,Java Big Data Engineers,Impetus Technologies,4.1,"Bengaluru, Karnataka+2 locations",,"Help define data governance policies and support data versioning processes.Work closely with product owners to implementing data science use case and data…9 days ago·More...View all Impetus Technologies jobs - Bengaluru jobsSalary Search: Java Big Data Engineers salaries in Bengaluru, KarnatakaSee popular questions & answers about Impetus Technologies"
139,Data Scientist,YASH Technologies,,"Pune, Maharashtra•Temporarily Remote",,"Ability to visualize data and present core insights in a clear and compelling way Ability to understand business processes and drive to solve business problems…30+ days ago·More...View all YASH Technologies jobs - Pune jobsSalary Search: Data Scientist salaries in Pune, Maharashtra"
140,"Insights and Analytics Lead, gCare",Google,4.3,"Hyderabad, Telangana",,12 years of experience in a data science and/or in a analytics and research role working with customers and a sales teams.6 years of experience leading teams.30+ days ago·More...View all Google jobs - Hyderabad jobsSee popular questions & answers about Google
141,Data Scientist Intern,Hitouch Technologies Pvt. Ltd.,,"Agra, Uttar Pradesh",,"Present information using data visualization techniques.Undertake preprocessing of structured and unstructured data.Combine models through ensemble modeling.28 days ago·More...View all Hitouch Technologies Pvt. Ltd. jobs - Agra jobsSalary Search: Data Scientist Intern salaries in Agra, Uttar Pradesh"
142,Lead Data Scientist,Schneider Electric,3.9,"Bengaluru, Karnataka",,"Own the code review process to ensure stringent coding guidelines are met by other data scientists & data engineers.8 days ago·More...View all Schneider Electric jobs - Bengaluru jobsSalary Search: Lead Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Schneider Electric"
143,Data Scientist,Cove Venture,,"Guntur, Andhra Pradesh","₹60,000 - ₹1,00,000 a month","60,000 to Rs 1,00,000 per month.As a Data Scientist you will work with huge datasets, troubleshooting challenging issues with machine learning, programming and…30+ days ago·More...View all Cove Venture jobs - Guntur jobsSalary Search: Data Scientist salaries in Guntur, Andhra Pradesh"
144,Manager_Lead-ERP_Data Scientist_Pune,Vodafone,3.9,"Pune, Maharashtra",,"The IT Development Specialist focuses upon the development of applications / products in line with the technology roadmap and standards.29 days ago·More...View all Vodafone jobs - Pune jobsSalary Search: Manager_Lead-ERP_Data Scientist_Pune salaries in Pune, MaharashtraSee popular questions & answers about Vodafone"
145,Data Scientist,Frontdoor,,"Pune, Maharashtra",,"Manage data science projects through all phases, including data quality, data modeling, algorithm/feature development, statistical analysis, and data…30+ days ago·More...View all Frontdoor jobs - Pune jobsSalary Search: Data Scientist salaries in Pune, Maharashtra"
146,Designation –Data Scientist,Sybrant Data,,"Chennai, Tamil Nadu",,"2 - 4 years of experience in machine learning and data mining.Excellent understanding of different software such as Perl, Python, Hadoop, Java and R…30+ days ago·More...View all Sybrant Data jobs - Chennai jobsSalary Search: Designation –Data Scientist salaries in Chennai, Tamil Nadu"
147,Data Scientist,10X Incubator,,India•Remote,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.30+ days ago·More...View all 10X Incubator jobs - India jobsSalary Search: Data Scientist salaries in India
148,Senior Data Scientist - Data Intelligence,Salesforce,4.3,"Hyderabad, Telangana",,"The Di team is made up of data scientists, engineers, and analysts who are dedicated to driving product and distribution strategy with data-driven insights.30+ days ago·More...View all Salesforce jobs - Hyderabad jobsSalary Search: Senior Data Scientist - Data Intelligence salaries in Hyderabad, TelanganaSee popular questions & answers about Salesforce"
149,Data Scientist,Country Veggie,,"Agra, Uttar Pradesh",,"Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.30+ days ago·More...View all Country Veggie jobs - Agra jobsSalary Search: Data Scientist salaries in Agra, Uttar Pradesh"
150,Data Scientist,Frontdoor,,"Pune, Maharashtra",,"Manage data science projects through all phases, including data quality, data modeling, algorithm/feature development, statistical analysis, and data…30+ days ago·More...View all Frontdoor jobs - Pune jobsSalary Search: Data Scientist salaries in Pune, Maharashtra"
151,Designation –Data Scientist,Sybrant Data,,"Chennai, Tamil Nadu",,"2 - 4 years of experience in machine learning and data mining.Excellent understanding of different software such as Perl, Python, Hadoop, Java and R…30+ days ago·More...View all Sybrant Data jobs - Chennai jobsSalary Search: Designation –Data Scientist salaries in Chennai, Tamil Nadu"
152,Data Scientist,10X Incubator,,India•Remote,,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.30+ days ago·More...View all 10X Incubator jobs - India jobsSalary Search: Data Scientist salaries in India
153,Senior Data Scientist - Data Intelligence,Salesforce,4.3,"Hyderabad, Telangana",,"The Di team is made up of data scientists, engineers, and analysts who are dedicated to driving product and distribution strategy with data-driven insights.30+ days ago·More...View all Salesforce jobs - Hyderabad jobsSalary Search: Senior Data Scientist - Data Intelligence salaries in Hyderabad, TelanganaSee popular questions & answers about Salesforce"
154,Data Scientist,Country Veggie,,"Agra, Uttar Pradesh",,"Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.30+ days ago·More...View all Country Veggie jobs - Agra jobsSalary Search: Data Scientist salaries in Agra, Uttar Pradesh"
155,Data Scientist - Recommender Systems,Tickled Media,,"Mumbai, Maharashtra",,"Good data manipulation skills including cleaning and managing data.Hands on development and deployment of the recommender system (other data scientists and…30+ days ago·More...View all Tickled Media jobs - Mumbai jobsSalary Search: Data Scientist - Recommender Systems salaries in Mumbai, Maharashtra"
156,Associate Data Scientist,Yash Technologies,3.9,"Pune, Maharashtra",,"Minimum 3 years of relevant experience in data analytics.Experience in developing minimum viable products related to data analytics.30+ days ago·More...View all Yash Technologies jobs - Pune jobsSalary Search: Associate Data Scientist salaries in Pune, MaharashtraSee popular questions & answers about Yash Technologies"
157,Sr. Data Scientist,Blackhawk Network,,"Bengaluru, Karnataka",,"10+ years of overall professional experience, with 5+ years in data science, doing exploratory data analysis, testing hypotheses, and building prescriptive &…30+ days ago·More...View all Blackhawk Network jobs - Bengaluru jobsSalary Search: Sr. Data Scientist salaries in Bengaluru, Karnataka"
158,"Data Science Associate (Pune, India)",ZS,3.8,"Pune, Maharashtra+1 location",,"Execute statistical and data mining techniques (e.g. hypothesis testing, machine learning and retrieval processes) on large data sets to identify trends,…23 days ago·More...View all ZS jobs - Pune jobsSalary Search: Data Science Associate (Pune, India) salaries in Pune, Maharashtra"
159,Data Scientist - Cartography,GO-JEK,,"Bengaluru, Karnataka",,"In this role, you'll be a key leader within the Cartography team where you'll spend your time mining insights from the sea of data, building data products, and…30+ days ago·More...View all GO-JEK jobs - Bengaluru jobsSalary Search: Data Scientist - Cartography salaries in Bengaluru, Karnataka"
160,"Technology head Data science, data analytics background",Truedge Software Solutions,3.7,"Hyderabad, Telangana",,"Data science, data analytics background preferred.Must have product development experience using full stack.Must have ML hands on expertise using python.30+ days ago·More...View all Truedge Software Solutions jobs - Hyderabad jobsSalary Search: Technology head Data science, data analytics background salaries in Hyderabad, Telangana"
161,NLP Engineer,Emplay Inc,,"Bengaluru, Karnataka+7 locations","₹12,00,000 - ₹17,00,000 a year","Analyze and model structured data using advanced statistical methods and implement algorithms.Ability to design & develop practical analytical approach keeping…24 days ago·More...View all Emplay Inc jobs - Bengaluru jobsSalary Search: NLP Engineer salaries in Bengaluru, Karnataka"
162,Data Science Intern,NielsenIQ,3.5,"Mumbai, Maharashtra",,"The associate may also be involved in automating data extraction and processing queries which will build efficiencies while working on large volumes of data.17 days ago·More...View all NielsenIQ jobs - Mumbai jobsSalary Search: Data Science Intern salaries in Mumbai, MaharashtraSee popular questions & answers about NielsenIQ"
163,Senior Data Scientist,"Cornerstone OnDemand, Inc.",3.6,"Bengaluru, Karnataka",,"Data that will be integrated with the MLP.Perform preliminary data analysis to discover hidden correlations and come up with prototype models.18 days ago·More...View all Cornerstone OnDemand, Inc. jobs - Bengaluru jobsSalary Search: Senior Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Cornerstone OnDemand, Inc."
164,Data Scientist,Tenzai,,"Bengaluru, Karnataka",,"Comfortable with exploring large data sets.Develops recommendation from complex data and business analyses and formulates them into business plan.30+ days ago·More...View all Tenzai jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
165,Data Scientist - Senior,Dexlock,,"Ernakulam, Kerala",,"Preferable to have distributed data processing experience.Working Experience working with NLP and ML algorithms.30+ days ago·More...View all Dexlock jobs - Ernakulam jobsSalary Search: Data Scientist - Senior salaries in Ernakulam, Kerala"
166,Data Engineer for AI/Advance Analytic,Genpact,3.8,"Hyderabad, Telangana",,"Proven extract, transform and stage data for consumption by the data scientist data querying tools.Work with limited mentorship of data scientists on feature…30+ days ago·More...View all Genpact jobs - Hyderabad jobsSalary Search: Data Engineer for AI/Advance Analytic salaries in Hyderabad, TelanganaSee popular questions & answers about Genpact"
167,Data Scientist – AI ML Team,CustomerXPs,4.0,"Bengaluru, Karnataka",,"Help to make data science and data-driven decision making a part of the organisation’s DNA.Take ownership of the data science model end-to-end from data…30+ days ago·More...View all CustomerXPs jobs - Bengaluru jobsSalary Search: Data Scientist – AI ML Team salaries in Bengaluru, Karnataka"
168,Data Scientist I/II,Visible Alpha,4.1,"Mumbai, Maharashtra",,"Advanced degree in a computational field and/or independent research experience as a data scientist preferred.Experience: 2 to 5 Years.30+ days ago·More...View all Visible Alpha jobs - Mumbai jobsSalary Search: Data Scientist I/II salaries in Mumbai, MaharashtraSee popular questions & answers about Visible Alpha"
169,Sr Data Scientist,ServiceNow,3.6,"Hyderabad, Telangana",,"5+ years of experience working in data science in a consumer product company.6+ years of experience working in data science in a consumer product company.17 days ago·More...View all ServiceNow jobs - Hyderabad jobsSalary Search: Sr Data Scientist salaries in Hyderabad, TelanganaSee popular questions & answers about ServiceNow"
170,ML Engineer,Drishti,3.7,"Bengaluru, Karnataka",,"Strong Computer Science and development fundamentals, including object-oriented design, data structures, algorithm design, and complexity analysis.14 days ago·More...View all Drishti jobs - Bengaluru jobsSalary Search: ML Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Drishti"
171,Technical Lead Data Analytics,ZF,3.9,"Hyderabad, Telangana",,"8-10 years of strong experience in architecting/designing solutions for a data warehouse, data science projects using Microsoft Azure Cloud Platform, Data lake,…30+ days ago·More...View all ZF jobs - Hyderabad jobsSalary Search: Technical Lead Data Analytics salaries in Hyderabad, TelanganaSee popular questions & answers about ZF"
172,Data Scientist - Machine Learning (Commerce BU),Blue Yonder,,"Bengaluru, Karnataka",,"Provable experience guiding junior data scientists in official or unofficial setting.Independently, or alongside junior scientists, implement machine learning…30+ days ago·More...View all Blue Yonder jobs - Bengaluru jobsSalary Search: Data Scientist - Machine Learning (Commerce BU) salaries in Bengaluru, KarnatakaSee popular questions & answers about Blue Yonder"
173,Principal Data Scientist,Tokopedia,4.1,India,,"Experience in data science for 5+ years.Designing, building and maintaining data science solutions in the production.Hands-on experience in python, and SQL.21 days ago·More...View all Tokopedia jobs - India jobsSalary Search: Principal Data Scientist salaries in India"
174,CXPE - Data Scientist,Cisco Systems,4.1,"Bengaluru, Karnataka",,"Proficiency with SQL for data extraction.In these projects, data scientist collaborates very closely with the business strategy, product management as well as…16 days ago·More...View all Cisco Systems jobs - Bengaluru jobsSalary Search: CXPE - Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Cisco Systems"
175,Expert Data Scientist,HP,4.0,"Bengaluru, Karnataka",,"Understanding of data structures, data modelling and software architecture.Transform data science prototypes into machine learning systems.30+ days ago·More...View all HP jobs - Bengaluru jobsSalary Search: Expert Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about HP"
176,Data Science Online Trainer,Prognoz,,India,,1+ year experience in Data Science.Must have worked on minimum 2 Data Science Projects and must have at least 50 hours experience in online training on Data…30+ days ago·More...View all Prognoz jobs - India jobsSalary Search: Data Science Online Trainer salaries in India
177,Machine Learning Engineer 3,Adobe,4.3,"Bengaluru, Karnataka+1 location",,"Ability to handle large amount of data & content - big data processing, image and text features extraction and transformation, distributed algorithms.12 days ago·More...View all Adobe jobs - Bengaluru jobsSalary Search: Machine Learning Engineer 3 salaries in Bengaluru, KarnatakaSee popular questions & answers about Adobe"
178,Customer Experience Strategy Data Scientist,Oracle,3.8,"Bengaluru, Karnataka•Remote",,"Â€¢ Experience with unstructured data analysis, including text analytics.Interacts with product and service teams to identify questions and issues for data…30+ days ago·More...View all Oracle jobs - Bengaluru jobsSalary Search: Customer Experience Strategy Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Oracle"
179,Applied Data Scientist (Azure/Python/Spark),NielsenIQ,3.5,"Pune, Maharashtra",,"Work with data scientists to optimise and scale statistical analysis and model implementations.Collaborate with product owners, data scientists, and operations…17 days ago·More...View all NielsenIQ jobs - Pune jobsSalary Search: Applied Data Scientist (Azure/Python/Spark) salaries in Pune, MaharashtraSee popular questions & answers about NielsenIQ"
180,Applied Data Scientist (Azure/Python/Spark),NielsenIQ,3.5,"Pune, Maharashtra",,"Work with data scientists to optimise and scale statistical analysis and model implementations.Collaborate with product owners, data scientists, and operations…17 days ago·More...View all NielsenIQ jobs - Pune jobsSalary Search: Applied Data Scientist (Azure/Python/Spark) salaries in Pune, MaharashtraSee popular questions & answers about NielsenIQ"
181,Data Scientist- IT Manager,Procter & Gamble,4.1,"Mumbai, Maharashtra",,"To unlock business building insights in our mountains of data.Executing research and analytics, including data source identification, processing, model…3 days ago·More...View all Procter & Gamble jobs - Mumbai jobsSalary Search: Data Scientist- IT Manager salaries in Mumbai, MaharashtraSee popular questions & answers about Procter & Gamble"
182,Senior Data Scientist,TomTom,3.7,"Pune, Maharashtra",,"You will be part of the agile unit and will be collaborating with engineers, data engineers, map and location experts, and fellow data scientists.21 days ago·More...View all TomTom jobs - Pune jobsSalary Search: Senior Data Scientist salaries in Pune, Maharashtra"
183,Principal Data Scientist,zeotap,3.3,"Bengaluru, Karnataka",,"Able to guide/mentor a team of 2 to 3 data scientists.Big data experience is plus.Our independent but seamlessly integrated modules include customer data…30+ days ago·More...View all zeotap jobs - Bengaluru jobsSalary Search: Principal Data Scientist salaries in Bengaluru, Karnataka"
184,Senior Data Scientist,Walmart Global Tech India,,"Bengaluru, Karnataka",,"Forecasts drive $200 B + inventory replenishments annually.Improved forecast will help drive down the inventory days of supply and reduce waste for perishable…18 days ago·More...View all Walmart Global Tech India jobs - Bengaluru jobsSalary Search: Senior Data Scientist salaries in Bengaluru, Karnataka"
185,"Data Scientist II, Gift Cards",ADCI - Karnataka,3.5,"Bengaluru, Karnataka",,"Previous experience in a ML or data scientist role with a large technology company.You will implement data flow solutions that process data real time on…18 days ago·More...View all ADCI - Karnataka jobs - Bengaluru jobsSalary Search: Data Scientist II, Gift Cards salaries in Bengaluru, KarnatakaSee popular questions & answers about ADCI - Karnataka"
186,Data Scientist,Zauba Corp,,"Bengaluru, Karnataka",,"Design and development of robust, scalable and highly efficient data engineering solutions for structured and unstructured data.30+ days ago·More...View all Zauba Corp jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
187,Sr Data Scientist,Baker Hughes,4.0,"Bengaluru, Karnataka",,"As as Senior Data Scientist, you will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and…30+ days ago·More...View all Baker Hughes jobs - Bengaluru jobsSalary Search: Sr Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Baker Hughes"
188,Data Science Product Lead,Unilever,4.2,"Bengaluru, Karnataka",,"Drive value from insights by leveraging the right mix of external data (Retailer, Econometric, Panel etc) & various internal data sources and provide support on…24 days ago·More...View all Unilever jobs - Bengaluru jobsSalary Search: Data Science Product Lead salaries in Bengaluru, KarnatakaSee popular questions & answers about Unilever"
189,Data Scientist-VK,Atlas Systems,3.0,"Bengaluru, Karnataka•Temporarily Remote",,"Develop production-ready implementations of proposed solutions across different models AI and ML algorithms, including testing on live customer data to improve…17 days ago·More...View all Atlas Systems jobs - Bengaluru jobsSalary Search: Data Scientist-VK salaries in Bengaluru, Karnataka"
190,Data Scientist,BDB,,"Bengaluru, Karnataka",,"3+ years of experience in using statistical and data mining techniques to solve real business problems.Analyze data sets to summarize, identify trends, predict…30+ days ago·More...View all BDB jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, Karnataka"
191,Manager - Advance Analytics,Unilever,4.2,"Mumbai, Maharashtra",,"Connect and explore large data-sets (both internal and external), help gather, analyse, and model data to solve complex business problems.11 days ago·More...View all Unilever jobs - Mumbai jobsSalary Search: Manager - Advance Analytics salaries in Mumbai, MaharashtraSee popular questions & answers about Unilever"
192,Business Data Scientist,Red Hat Software,4.0,"Bengaluru, Karnataka",,"Help create a data dictionary for existing data in the data warehouse.Use SQL to query large datasets and analyze the data.30+ days ago·More...View all Red Hat Software jobs - Bengaluru jobsSalary Search: Business Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Red Hat Software"
193,Machine Learning Engineer,OakNorth Bank,,"Hyderabad, Telangana",,"You will solving challenging tasks, creating, and maintaining impactful and data-driven products with innovative techniques with AIML.30+ days ago·More...View all OakNorth Bank jobs - Hyderabad jobsSalary Search: Machine Learning Engineer salaries in Hyderabad, Telangana"
194,Tech Manager Data Scientist,NICE Actimize,,"Pune, Maharashtra",,"Grow the data/analytics talent pool in NICE Pune.Strong experience with SQL, EXCEL and other data analysis tools/methodologies.30+ days ago·More...View all NICE Actimize jobs - Pune jobsSalary Search: Tech Manager Data Scientist salaries in Pune, Maharashtra"
195,Machine Learning Engineer,OakNorth Bank,,"Hyderabad, Telangana",,"You will solving challenging tasks, creating, and maintaining impactful and data-driven products with innovative techniques with AIML.30+ days ago·More...View all OakNorth Bank jobs - Hyderabad jobsSalary Search: Machine Learning Engineer salaries in Hyderabad, Telangana"
196,Tech Manager Data Scientist,NICE Actimize,,"Pune, Maharashtra",,"Grow the data/analytics talent pool in NICE Pune.Strong experience with SQL, EXCEL and other data analysis tools/methodologies.30+ days ago·More...View all NICE Actimize jobs - Pune jobsSalary Search: Tech Manager Data Scientist salaries in Pune, Maharashtra"
197,Data Scientist,موانئ دبي العالمية,,Telangana,,Experience in data mining and data analytics.End-to-end ownership of data analytics and data science workstreams.Simplify and automate day to day work stream.30+ days ago·More...View all موانئ دبي العالمية jobs - Telangana jobsSalary Search: Data Scientist salaries in Telangana
198,"R & Python, Machine and Deep Learning Algorithms professiona...",AGUILASS,,"Hyderabad, Telangana",,"Skills-R & Python, Machine and Deep learning algorithms.JD: R & Python, Machine and Deep learning algorithms, Bigdata tools like Hadoop/ Spark.30+ days ago·More...View all AGUILASS jobs - Hyderabad jobsSalary Search: R & Python, Machine and Deep Learning Algorithms professional salaries in Hyderabad, Telangana"
199,Data Science Engineer,NetApp,4.1,"Bengaluru, Karnataka",,"Collaborate with subject matter experts to determine relevant data sources.Understand the business reality behind large sets of data and develop meaningful…30+ days ago·More...View all NetApp jobs - Bengaluru jobsSalary Search: Data Science Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about NetApp"
200,Data Scientist,Dun & Bradstreet,3.7,"Mumbai, Maharashtra",,"Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.30+ days ago·More...View all Dun & Bradstreet jobs - Mumbai jobsSalary Search: Data Scientist salaries in Mumbai, MaharashtraSee popular questions & answers about Dun & Bradstreet"
201,Director - Commercial Analytics,General Electric,4.0,"Bengaluru, Karnataka",,"Bachelor's Degree in Computer Science with minimum 12+ years of professional experience in leading large, complex data analytics & data science programs in a…Today·More...View all General Electric jobs - Bengaluru jobsSalary Search: Director - Commercial Analytics salaries in Bengaluru, KarnatakaSee popular questions & answers about General Electric"
202,Data Scientist-AI and Digital Lab,CSTEP,4.5,"Bengaluru, Karnataka",,"Deep knowledge of data science concepts and techniques.Exposure across the data science lifecycle - from data exploration, visualisation, generating different…30+ days ago·More...View all CSTEP jobs - Bengaluru jobsSalary Search: Data Scientist-AI and Digital Lab salaries in Bengaluru, Karnataka"
203,Analyst-Data Science,Amex,4.1,"Gurgaon, Haryana",,"Excellent data presentation and visualization skills.Providing functional expertise and ongoing support to operations and cross functional initiatives.10 days ago·More...View all Amex jobs - Gurgaon jobsSalary Search: Analyst-Data Science salaries in Gurgaon, HaryanaSee popular questions & answers about Amex"
204,Data and Analytics Solution Expert,NeenOpal,,"Bengaluru, Karnataka",,"You will lead teams of consultants delivering big data, data science, data engineering, data warehousing, governance and data visualization projects, making…4 days ago·More...View all NeenOpal jobs - Bengaluru jobs"
205,DATA SCIENTIST,Reflections Info Systems,3.0,"Thiruvananthapuram, Kerala",,"Working exposure in common cloud environments and understanding of robust on premise data science infrastructure.30+ days ago·More...View all Reflections Info Systems jobs - Thiruvananthapuram jobsSalary Search: DATA SCIENTIST salaries in Thiruvananthapuram, Kerala"
206,Senior Research Scientist- Alexa Data Services,ADCI HYD 13 SEZ,3.5,"Hyderabad, Telangana",,"5+ years of work experience in areas such as data analytics, operations research, data modeling, machine learning and large scale simulation.30+ days ago·More...View all ADCI HYD 13 SEZ jobs - Hyderabad jobsSalary Search: Senior Research Scientist- Alexa Data Services salaries in Hyderabad, TelanganaSee popular questions & answers about ADCI HYD 13 SEZ"
207,NLP/Conversational AI Engineer,SISGAIN,,"Noida, Uttar Pradesh•Remote","₹8,00,000 a year","Strong command in data modelling, software architecture and data structures.Skills Required: - AI and Machine Learning*.Experience in NoSQL like MongoDB etc.2 days ago·More...View all SISGAIN jobs - Noida jobsSalary Search: NLP/Conversational AI Engineer salaries in Noida, Uttar Pradesh"
208,Data Scientist,Ripples India,,"Mumbai, Maharashtra","₹6,00,000 - ₹10,00,000 a year","Strong intuition for data and keen aptitude on large scale data analysis.Fetch data from databases through SQL and perform data transformations as per business…30+ days ago·More...View all Ripples India jobs - Mumbai jobsSalary Search: Data Scientist salaries in Mumbai, Maharashtra"
209,Data Scientist -Digital Intelligence,NielsenIQ,3.5,"Mumbai, Maharashtra",,"Extensive experience with data manipulation and analysis using SQL.Work on varied digital data sets (primarily involving social media, search, text corpus, web…22 days ago·More...View all NielsenIQ jobs - Mumbai jobsSalary Search: Data Scientist -Digital Intelligence salaries in Mumbai, MaharashtraSee popular questions & answers about NielsenIQ"
210,Data Scientist,Ripples India,,"Mumbai, Maharashtra","₹6,00,000 - ₹10,00,000 a year","Strong intuition for data and keen aptitude on large scale data analysis.Fetch data from databases through SQL and perform data transformations as per business…30+ days ago·More...View all Ripples India jobs - Mumbai jobsSalary Search: Data Scientist salaries in Mumbai, Maharashtra"
211,Data Scientist -Digital Intelligence,NielsenIQ,3.5,"Mumbai, Maharashtra",,"Extensive experience with data manipulation and analysis using SQL.Work on varied digital data sets (primarily involving social media, search, text corpus, web…22 days ago·More...View all NielsenIQ jobs - Mumbai jobsSalary Search: Data Scientist -Digital Intelligence salaries in Mumbai, MaharashtraSee popular questions & answers about NielsenIQ"
212,Data Scientist Technical Lead,Google,4.3,"Bengaluru, Karnataka",,"12 years of tech industry work experience as a statistician, bioinformatician, or data scientist.At Google, data drives all of our decision-making.30+ days ago·More...View all Google jobs - Bengaluru jobsSalary Search: Data Scientist Technical Lead salaries in Bengaluru, KarnatakaSee popular questions & answers about Google"
213,Vice President - Data Scientist,Myntra.com,4.2,"Bengaluru, Karnataka",,"Strong expertise in Data Science, Machine Learning and Analytics, backed by demonstrable experience of building data-driven solutions for solving complex…30+ days ago·More...View all Myntra.com jobs - Bengaluru jobsSalary Search: Vice President - Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Myntra.com"
214,Machine Learning Manager,Meesho,3.8,"Bengaluru, Karnataka",,"Some of the interesting problems tackled by Data Science team:Personalization of User Feed(1.5x improvement in conversion rate) - Fraud Detection(Reduced…7 days ago·More...View all Meesho jobs - Bengaluru jobsSalary Search: Machine Learning Manager salaries in Bengaluru, KarnatakaSee popular questions & answers about Meesho"
215,Senior Data Scientist,Visa,3.9,"Bengaluru, Karnataka",,"Work experience scaling data engineering such as APIs or data self-service solutions.Drive innovation through using data science techniques.16 days ago·More...View all Visa jobs - Bengaluru jobsSalary Search: Senior Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Visa"
216,Manager IT (Data Science and Business Intelligence),FedEx Logistics MEISA,,"Hyderabad, Telangana",,"Grow and Lead team of data engineers and data scientists that build feature engineering solutions, train, test and deploy machine learning models on Cloud based…30+ days ago·More...View all FedEx Logistics MEISA jobs - Hyderabad jobsSalary Search: Manager IT (Data Science and Business Intelligence) salaries in Hyderabad, Telangana"
217,Senior Data Scientist,Poshmark,,"Chennai, Tamil Nadu+1 location",,"In partnership with data leaders and ML engineering team, lead hands-on development of data science/machine learning models for high business impact…30+ days ago·More...View all Poshmark jobs - Chennai jobsSalary Search: Senior Data Scientist salaries in Chennai, Tamil Nadu"
218,DATA SCIENTIST,Alpha ICT LLP,3.5,"Pune, Maharashtra",,"Identifying additional data to be collected and third-party data sources that will help the analysis.Experience using statistical computer languages (R, Python…30+ days ago·More...View all Alpha ICT LLP jobs - Pune jobsSalary Search: DATA SCIENTIST salaries in Pune, MaharashtraSee popular questions & answers about Alpha ICT LLP"
219,Assistant Manager_Data Science,Vodafone,3.9,"Bengaluru, Karnataka",,"Leverage previously created data models, insights and analyses from across the Vodafone business to drive positive business outcomes.9 days ago·More...View all Vodafone jobs - Bengaluru jobsSalary Search: Assistant Manager_Data Science salaries in Bengaluru, KarnatakaSee popular questions & answers about Vodafone"
220,Data Scientist,Aeries Technology Group,3.7,"Bengaluru, Karnataka",,"Develop custom data models and algorithms to apply to data sets.The Data Engineer/Scientist will support our software developers, architects, data analysts on…30 days ago·More...View all Aeries Technology Group jobs - Bengaluru jobsSalary Search: Data Scientist salaries in Bengaluru, KarnatakaSee popular questions & answers about Aeries Technology Group"
